,信用(Y),銀行口座残高,ローン期間,前回のローンの状態,目的,ローン金額,貯金・株残高,雇用期間（ただいまの仕事）,収入に対しローンの割合,性別・婚姻状況,保証人,現住所に住んでいた期間,最も価値のあるアセット,年齢,その他のローン,住所タイプ,同銀行ローン数,職業,扶養者数,電話,労働形態,年齢_cat,ローン期間_cat,ローン金額_cat
809,1,1,6,0,3,1198,1,4,4,1,1,4,4,35,2,3,1,2,1,1,1,2,1,3
810,1,2,48,1,6,15672,1,2,2,2,1,2,3,23,2,2,1,2,1,2,1,1,8,9
811,1,1,60,1,6,7297,1,4,4,2,2,4,4,36,2,1,1,2,1,1,1,2,10,6
812,1,3,18,1,3,1943,1,1,4,1,1,4,1,23,2,2,1,2,1,1,1,1,3,4
813,1,1,18,1,3,3190,1,2,2,1,1,2,1,24,2,2,1,2,1,1,1,1,3,5
814,1,2,9,0,1,5129,1,4,2,1,1,4,4,74,1,3,1,3,2,2,1,5,2,6
815,1,3,18,2,2,1808,1,3,4,1,1,1,1,22,2,2,1,2,1,1,1,1,3,4
816,1,3,10,1,0,1240,2,4,1,1,1,4,4,48,2,3,1,1,2,1,1,3,2,3
817,1,1,12,1,0,759,1,3,4,2,1,2,1,26,2,2,1,2,1,1,1,2,2,2
818,1,2,8,1,2,1237,1,2,3,1,1,4,1,24,2,2,1,2,1,1,1,1,2,3
819,1,3,9,1,2,1980,1,1,2,1,2,2,3,19,2,1,2,2,1,1,1,1,2,4
820,1,2,48,1,3,10961,3,3,1,2,2,2,4,27,1,2,2,2,1,2,1,2,8,8
821,1,1,36,2,3,6887,1,2,4,2,1,3,2,29,1,2,1,2,1,2,1,2,6,6
822,1,1,24,1,3,1938,1,1,4,1,1,3,2,32,2,2,1,2,1,1,1,2,4,4
823,1,1,21,1,3,1835,1,2,3,1,1,2,1,25,2,2,2,2,1,2,1,1,4,4
824,1,1,24,2,3,1659,1,1,4,1,1,2,3,29,2,1,1,1,1,2,1,2,4,4
825,1,2,6,2,0,1209,1,1,4,2,1,4,2,47,2,2,1,3,1,2,1,3,1,3
826,1,2,48,0,6,3844,2,3,4,2,1,4,4,34,2,3,1,1,2,1,1,2,8,5
827,1,1,12,2,0,4843,1,4,3,2,2,4,2,43,2,1,2,2,1,2,1,3,2,5
828,1,2,12,1,3,639,1,2,4,2,1,2,3,30,2,2,1,2,1,1,1,2,2,2
829,1,2,48,1,3,5951,1,2,2,1,1,2,1,22,2,2,1,2,1,1,1,1,8,6
830,1,2,36,0,3,3804,1,2,4,1,1,1,3,42,2,2,1,2,1,2,1,3,6,5
831,1,3,36,2,3,4463,1,2,4,2,1,2,3,26,2,2,2,3,1,2,1,2,6,5
832,1,3,36,2,6,7980,4,1,4,2,1,4,3,27,2,1,2,2,1,2,1,2,6,7
833,1,3,36,1,3,4210,1,2,4,2,1,2,3,26,2,2,1,2,1,1,1,2,6,5
834,1,3,6,1,2,4611,1,1,1,1,1,4,2,32,2,2,1,2,1,1,1,2,1,5
835,1,2,24,1,1,11560,1,2,1,1,1,4,3,23,2,1,2,3,1,1,1,1,4,8
836,1,3,18,0,6,4165,1,2,2,2,1,2,3,36,1,2,2,2,2,1,1,2,3,5
837,1,2,24,1,2,4057,1,3,3,1,1,3,3,43,2,2,1,2,1,2,1,3,4,5
838,1,3,18,0,0,6458,1,4,2,2,1,4,4,39,1,2,2,3,2,2,1,2,3,6
839,1,3,12,1,0,1386,3,2,2,1,1,2,2,26,2,2,1,2,1,1,1,2,2,3
840,1,1,36,1,3,1977,4,4,4,2,1,4,4,40,2,2,1,3,1,2,1,3,6,4
841,1,2,18,2,2,1928,1,1,2,2,1,2,1,31,2,2,2,1,1,1,1,2,3,4
842,1,3,12,1,2,1123,3,2,4,1,1,4,3,29,2,1,1,1,1,1,1,2,2,3
843,1,2,24,1,7,11328,1,2,2,2,2,3,3,29,1,2,2,3,1,2,1,2,4,8
844,1,2,24,2,7,11938,1,2,2,2,2,3,3,39,2,2,2,3,2,2,1,2,4,8
845,1,2,27,2,3,2520,3,2,4,2,1,2,2,23,2,2,2,1,1,1,1,1,5,5
846,1,2,30,2,3,1919,2,1,4,2,1,3,4,30,1,2,2,3,1,1,1,2,5,4
847,1,2,60,0,7,14782,2,4,3,1,1,4,4,60,1,3,2,3,1,2,1,4,10,8
848,1,2,36,1,3,2671,2,2,4,1,2,4,4,50,2,3,1,2,1,1,1,3,6,5
849,1,2,36,1,3,12612,2,2,1,2,1,4,4,47,2,3,1,2,2,2,1,3,6,8
850,1,2,45,1,3,3031,2,2,4,2,2,4,2,21,2,1,1,2,1,1,1,1,8,5
851,1,1,12,0,3,626,1,2,4,1,1,4,1,24,1,2,1,1,1,1,1,1,2,2
852,1,2,24,2,6,1935,1,4,4,1,1,4,1,31,2,2,2,2,1,2,1,2,4,4
853,1,3,24,2,0,1344,4,3,4,2,1,2,1,37,1,2,2,1,2,1,1,2,4,3
854,1,3,18,1,2,1533,1,1,4,3,2,1,2,43,2,2,1,1,2,1,1,3,3,4
855,1,1,48,1,0,3931,1,3,4,2,1,4,4,46,2,3,1,2,2,1,1,3,8,5
856,1,1,24,0,2,3349,3,1,4,2,1,4,4,30,2,3,1,2,2,2,1,2,4,5
857,1,1,36,1,3,2302,1,2,4,1,1,4,3,31,2,1,1,2,1,1,1,2,6,4
858,1,1,42,1,3,3965,1,1,4,2,1,3,3,34,2,2,1,2,1,1,1,2,7,5
859,1,1,12,1,3,727,2,1,4,3,1,3,4,33,2,2,1,1,1,2,1,2,2,2
860,1,3,48,1,6,3914,4,2,4,1,1,2,1,38,1,2,1,2,1,1,1,2,8,5
861,1,1,48,1,6,4308,1,1,3,1,1,4,2,24,2,1,1,2,1,1,1,1,8,5
862,1,2,12,1,3,1534,1,1,1,3,1,1,1,23,2,1,1,2,1,1,1,1,2,4
863,1,3,18,2,0,2775,1,3,2,2,1,2,2,31,1,2,2,2,1,1,1,2,3,5
864,1,1,40,2,3,5998,1,2,4,2,1,3,4,27,1,2,1,2,1,2,1,2,7,6
865,1,3,15,2,3,1271,4,2,3,2,1,4,4,39,2,3,2,2,1,2,1,2,3,3
866,1,2,12,1,0,1295,1,1,3,1,1,1,3,25,2,1,1,2,1,1,1,1,2,3
867,1,2,36,1,1,9398,1,1,1,3,1,4,3,28,2,1,1,3,1,2,1,2,6,7
868,1,2,12,1,2,951,2,1,4,1,1,4,3,27,1,1,2,2,1,1,1,2,2,2
869,1,2,24,1,0,1355,1,1,3,1,1,4,3,25,2,2,1,1,1,2,1,1,4,3
870,1,1,48,1,3,3051,1,2,3,2,1,4,3,54,2,2,1,2,1,1,1,3,8,5
871,1,3,36,2,0,7855,1,2,4,1,1,2,1,25,1,2,2,2,1,2,1,1,6,7
872,1,3,18,1,3,433,1,1,3,1,2,4,1,22,2,1,1,2,1,1,1,1,3,1
873,1,3,36,2,6,9572,1,1,1,1,1,1,3,28,2,2,2,2,1,1,1,2,6,7
874,1,2,24,0,3,1837,1,3,4,1,1,4,4,34,1,3,1,1,1,1,1,2,4,4
875,1,2,30,2,0,4249,1,1,4,3,1,2,3,28,2,2,2,3,1,1,1,2,5,5
876,1,2,30,2,0,5234,1,1,4,3,1,2,3,28,2,2,2,3,1,1,1,2,5,6
877,1,1,48,1,3,6758,1,2,3,1,1,2,3,31,2,2,1,2,1,2,1,2,8,6
878,1,1,9,1,3,1366,1,1,3,1,1,4,2,22,2,1,1,2,1,1,1,1,2,3
879,1,1,24,0,7,1358,4,4,4,2,1,3,3,40,1,2,1,3,1,2,1,3,4,3
880,1,1,18,1,2,2473,1,1,4,2,1,1,3,25,2,2,1,1,1,1,1,1,3,4
881,1,3,9,0,3,1337,1,1,4,2,1,2,3,34,2,2,2,3,1,2,1,2,2,3
882,1,1,48,1,0,7763,1,4,4,2,1,4,4,42,1,3,1,3,1,1,1,3,8,7
883,1,2,15,0,0,1264,2,2,2,3,1,2,2,25,2,1,1,2,1,1,1,1,3,3
884,1,2,15,1,0,2631,2,2,2,1,1,4,3,28,2,1,2,2,1,2,1,2,3,5
885,1,2,48,1,0,6560,2,3,3,2,1,2,2,24,2,2,1,2,1,1,1,1,8,6
886,1,1,24,1,0,3123,1,1,4,1,1,1,2,27,2,2,1,2,1,1,1,2,4,5
887,1,1,36,2,3,8065,1,2,3,1,1,2,4,25,2,2,2,3,1,2,1,1,6,7
888,1,1,24,1,3,2439,1,1,4,1,1,4,1,35,2,2,1,2,1,2,1,2,4,4
889,1,2,36,1,2,9034,2,1,4,2,2,1,4,29,2,1,1,3,1,2,1,2,6,7
890,1,2,60,1,0,14027,1,3,4,2,1,2,4,27,2,2,1,3,1,2,1,2,10,8
891,1,1,36,2,1,9629,1,3,4,2,1,4,3,24,2,2,2,2,1,2,1,1,6,7
892,1,2,12,1,3,1484,4,2,2,3,1,1,1,25,2,2,1,2,1,2,1,1,2,3
893,1,1,18,1,2,1131,1,1,4,1,1,2,3,33,2,2,1,2,1,1,1,2,3,3
894,1,2,24,2,2,2064,1,1,3,1,1,2,2,34,2,2,1,3,1,2,1,2,4,4
895,1,2,18,1,1,12976,1,1,3,1,1,4,4,38,2,3,1,3,1,2,1,2,3,8
896,1,3,21,2,6,2580,3,1,4,2,1,2,1,41,1,2,1,1,2,1,1,3,4,5
897,1,3,27,1,0,2570,1,2,3,1,1,3,1,21,2,1,1,2,1,1,1,1,5,5
898,1,2,27,1,6,3915,1,2,4,2,1,2,3,36,2,2,1,2,2,2,1,2,5,5
899,1,3,10,1,0,1309,4,2,4,2,2,4,2,27,2,2,1,1,1,1,1,2,2,3
900,1,1,24,1,0,4817,1,3,2,2,2,3,2,31,2,2,1,2,1,2,1,2,4,5
901,1,1,12,1,0,2579,1,1,4,2,1,1,1,33,2,2,1,1,2,1,1,2,2,5
902,1,2,36,2,0,2225,1,4,4,2,1,4,4,57,1,3,2,2,1,2,1,3,6,4
903,1,1,18,1,2,4153,1,2,2,2,2,3,3,42,2,2,1,2,1,1,1,3,3,5
904,1,1,18,0,2,3114,1,1,1,1,1,4,2,26,2,1,1,2,1,1,1,2,3,5
905,1,1,18,2,2,2124,1,2,4,1,1,4,1,24,2,1,2,2,1,1,1,1,3,4
906,1,1,18,0,2,1553,1,2,4,2,1,3,3,44,1,2,1,2,1,1,1,3,3,4
907,1,1,30,1,2,2406,1,3,4,1,1,4,1,23,2,1,1,2,1,1,1,1,5,4
908,1,1,24,2,0,1333,1,1,4,2,1,2,1,43,2,3,2,2,2,1,1,3,4,3
909,1,1,48,0,2,7119,1,2,3,2,1,4,4,53,2,3,2,2,2,1,1,3,8,6
910,1,1,24,2,0,4870,1,2,3,2,1,4,4,53,2,3,2,2,2,1,1,3,4,5
911,1,1,12,2,0,691,1,4,4,2,1,3,2,35,2,2,2,2,1,1,1,2,2,2
912,1,1,42,2,3,4370,1,3,3,2,1,2,2,26,1,2,2,2,2,2,1,2,7,5
913,1,1,36,0,2,2746,1,4,4,2,1,4,3,31,1,2,1,2,1,1,1,2,6,5
914,1,1,24,0,2,4110,1,4,3,2,1,4,4,23,1,1,2,2,2,1,1,1,4,5
915,1,1,18,1,2,2462,1,2,2,2,1,2,3,22,2,2,1,2,1,1,1,1,3,4
916,1,1,12,1,2,1282,1,2,2,1,1,4,3,20,2,1,1,2,1,1,1,1,2,3
917,1,2,12,0,2,2969,1,1,4,1,1,3,2,25,2,1,2,2,1,1,1,1,2,5
918,1,1,48,0,1,4605,1,4,3,2,1,4,4,24,2,3,2,2,2,1,1,1,8,5
919,1,1,48,2,1,6331,1,4,4,2,1,4,4,46,2,3,2,2,1,2,1,3,8,6
920,1,1,24,0,2,3552,1,3,3,2,1,4,3,27,1,2,1,2,1,1,1,2,4,5
921,1,1,12,0,0,697,1,1,4,2,1,2,3,46,1,2,2,2,1,2,1,3,2,2
922,1,1,24,1,0,1442,1,3,4,1,1,4,3,23,2,1,2,2,1,1,1,1,4,3
923,1,1,27,0,6,5293,1,1,2,2,1,4,2,50,2,2,2,2,1,2,1,3,5,6
924,1,1,21,2,3,3414,1,1,2,2,1,1,2,26,1,2,2,2,1,1,1,2,4,5
925,1,1,18,1,2,2039,1,2,1,1,1,4,1,20,2,1,1,2,1,1,1,1,3,4
926,1,1,24,0,6,3161,1,2,4,2,1,2,2,31,1,1,1,2,1,2,1,2,4,5
927,1,1,12,1,5,902,1,3,4,3,1,4,2,21,2,1,1,2,1,1,1,1,2,2
928,1,1,48,1,1,10297,1,3,4,2,1,4,4,39,2,3,2,2,2,2,1,2,8,8
929,1,2,48,0,6,14421,1,2,2,2,1,2,3,25,1,2,1,2,1,2,1,1,8,8
930,1,2,18,2,0,1056,1,4,3,2,2,3,1,30,2,2,2,2,1,1,1,2,3,3
931,1,1,12,1,0,1274,1,1,3,1,1,1,1,37,1,2,1,1,1,1,1,2,2,3
932,1,2,12,1,0,1223,1,4,1,1,1,1,1,46,2,1,2,2,1,1,1,3,2,3
933,1,1,12,1,0,1372,1,3,2,1,1,3,3,36,2,2,1,2,1,1,1,2,2,3
934,1,1,16,2,0,2625,1,4,2,2,2,4,2,43,2,1,1,2,1,2,2,3,3,5
935,1,1,20,2,0,2235,1,2,4,3,2,2,2,33,1,1,2,2,1,1,2,2,4,4
936,1,2,9,1,2,959,1,2,1,1,1,2,3,29,1,2,1,2,1,1,1,2,2,2
937,1,2,18,2,0,884,1,4,4,2,1,4,3,36,2,2,1,2,2,2,1,2,3,2
938,1,2,24,1,0,1246,1,1,4,2,1,2,1,23,1,2,1,1,1,1,1,1,4,3
939,1,2,36,2,0,8086,2,4,2,2,1,4,3,42,1,2,2,3,1,2,1,3,6,7
940,1,3,48,2,0,10127,3,2,2,2,1,2,4,44,2,3,1,2,1,1,1,3,8,8
941,1,2,12,1,0,888,1,4,4,2,1,4,3,41,1,2,1,1,2,1,1,3,2,2
942,1,3,12,1,3,719,1,4,4,2,1,4,3,41,1,2,1,1,2,1,1,3,2,2
943,1,2,36,1,0,12389,4,2,1,2,1,4,4,37,1,3,1,2,1,2,1,2,6,8
944,1,1,12,1,3,709,1,4,4,2,1,4,1,57,2,2,1,1,1,1,1,3,2,2
945,1,2,15,0,0,6850,2,1,1,2,1,2,2,34,1,2,1,3,2,2,1,2,3,6
946,1,3,10,1,2,2210,1,2,2,2,1,2,1,25,2,1,1,1,1,1,1,1,2,4
947,1,3,30,0,1,7485,4,1,4,1,1,1,1,53,1,2,1,3,1,2,1,3,5,6
948,1,1,18,0,0,1442,1,3,4,2,1,4,4,32,1,3,2,1,2,1,1,2,3,3
949,1,3,12,2,3,797,4,4,4,1,1,3,2,33,2,2,1,1,2,1,1,2,2,2
950,1,2,45,2,3,4746,1,1,4,2,1,2,2,24,1,2,2,1,1,1,1,1,8,5
951,1,3,12,2,0,939,3,3,4,3,1,2,1,28,2,2,2,2,1,2,1,2,2,2
952,1,2,21,1,6,1188,1,4,2,1,1,4,2,39,2,2,1,2,2,1,1,2,4,3
953,1,3,48,2,1,11590,2,2,2,1,1,4,3,24,2,1,2,1,1,1,1,1,8,8
954,1,3,12,0,6,609,1,1,4,1,1,1,1,26,1,2,1,1,1,1,1,2,2,2
955,1,1,18,2,3,1190,1,1,2,1,1,4,4,55,2,3,2,1,2,1,1,3,3,3
956,1,2,21,1,6,2767,2,4,4,1,1,2,3,61,2,1,2,1,1,1,1,4,4,5
957,1,2,30,1,2,3441,2,2,2,1,2,4,3,21,1,1,1,2,1,1,1,1,5,5
958,1,2,30,0,6,4280,2,2,4,1,1,4,3,26,2,1,2,1,1,1,1,2,5,5
959,1,2,24,1,3,3092,2,1,3,3,1,2,3,22,2,1,1,2,1,2,1,1,4,5
960,1,3,18,1,0,6761,4,2,2,2,1,4,3,68,1,1,2,2,1,1,1,5,3,6
961,1,2,12,1,3,1331,1,1,2,2,1,1,3,22,2,2,1,2,1,1,1,1,2,3
962,1,2,54,0,6,15945,1,1,3,2,1,4,4,58,2,1,1,2,1,2,1,3,9,9
963,1,1,24,1,2,3234,1,1,4,1,1,4,1,23,2,1,1,1,1,2,1,1,4,5
964,1,2,15,1,3,802,1,4,4,2,1,3,3,37,2,2,1,2,2,1,1,2,3,2
965,1,2,48,1,2,9960,1,1,1,1,1,2,3,26,1,2,1,2,1,2,1,2,8,7
966,1,3,24,2,6,8648,1,1,2,2,1,2,3,27,1,2,2,2,1,2,1,2,4,7
967,1,1,18,1,3,1345,1,2,4,3,1,3,1,26,2,2,1,2,1,1,1,2,3,3
968,1,1,45,1,3,1845,1,2,4,2,1,4,4,23,2,3,1,2,1,2,1,1,8,4
969,1,1,21,0,0,1647,4,2,4,2,1,2,2,40,1,2,2,1,2,1,1,3,4,4
970,1,3,48,1,6,4844,1,1,3,2,1,2,3,33,2,1,1,3,1,2,1,2,8,5
971,1,2,27,0,6,8318,1,4,2,1,1,4,4,42,1,3,2,3,1,2,1,3,5,7
972,1,3,18,1,3,2100,1,2,4,2,2,2,1,37,2,2,1,2,1,1,1,2,3,4
973,1,1,45,0,6,11816,1,4,2,2,1,4,3,29,2,1,2,2,1,1,1,2,8,8
974,1,1,6,1,3,448,1,1,4,1,1,4,2,23,2,2,1,2,1,1,1,1,1,1
975,1,1,30,1,3,11998,1,1,1,1,1,1,4,34,1,2,1,1,1,2,1,2,5,8
976,1,2,48,0,7,18424,1,2,1,1,1,2,2,32,1,2,1,3,1,2,2,2,8,9
977,1,1,6,1,0,14896,1,4,1,2,1,4,4,68,1,2,1,3,1,2,1,5,1,8
978,1,2,12,1,2,2762,4,4,1,1,1,2,2,25,2,2,1,2,1,2,1,1,2,5
979,1,1,12,1,1,3386,1,4,3,2,1,4,4,35,2,3,1,2,1,2,1,2,2,5
980,1,2,24,1,3,2039,1,1,1,3,1,1,2,22,2,2,1,2,1,2,1,1,4,4
981,1,3,18,2,6,2169,1,2,4,3,1,2,3,28,2,2,1,2,1,2,1,2,3,4
982,1,2,48,2,2,5096,1,2,2,1,1,3,3,30,2,2,1,3,1,2,1,2,8,6
983,1,1,18,1,3,1882,1,2,4,1,1,4,3,25,1,1,2,2,1,1,1,1,3,4
984,1,1,48,1,3,6999,1,3,1,3,2,1,1,34,2,2,2,2,1,2,1,2,8,6
985,1,3,12,2,6,2292,1,1,4,2,1,2,3,42,1,2,2,3,1,2,1,3,2,4
986,1,1,14,1,0,8978,1,4,1,1,1,4,2,45,2,2,1,3,1,2,2,3,3,7
987,1,1,12,1,3,674,2,3,4,3,1,1,2,20,2,2,1,2,1,1,1,1,2,2
988,1,1,18,1,0,976,1,1,1,1,1,2,3,23,2,2,1,1,1,1,1,1,3,2
989,1,2,24,1,0,2718,1,2,3,1,1,4,2,20,2,1,1,1,1,2,1,1,4,5
990,1,1,18,1,3,750,1,1,4,1,1,1,1,27,2,2,1,1,1,1,1,2,3,2
991,1,2,24,1,1,12579,1,4,4,1,1,2,4,44,2,3,1,3,1,2,1,3,4,8
992,1,1,18,1,1,7511,4,4,1,2,1,4,2,51,2,3,1,2,2,2,1,3,3,7
993,1,1,18,2,0,3966,1,4,1,1,1,4,1,33,1,1,2,2,1,2,1,2,3,5
994,1,1,12,0,3,6199,1,2,4,2,1,2,2,28,2,1,2,2,1,2,1,2,2,6
995,1,1,24,1,3,1987,1,2,2,2,1,4,1,21,2,1,1,1,2,1,1,1,4,4
996,1,1,24,1,0,2303,1,4,4,2,2,1,1,45,2,2,1,2,1,1,1,3,4,4
997,1,3,21,2,0,12680,4,4,4,2,1,4,4,30,2,3,1,3,1,2,1,2,4,8
998,1,2,12,1,3,6468,4,1,2,2,1,1,4,52,2,2,1,3,1,2,1,3,2,6
999,1,1,30,1,2,6350,4,4,4,2,1,4,2,31,2,2,1,2,1,1,1,2,5,6
