,信用(Y),銀行口座残高,ローン期間,前回のローンの状態,目的,ローン金額,貯金・株残高,雇用期間（ただいまの仕事）,収入に対しローンの割合,性別・婚姻状況,保証人,現住所に住んでいた期間,最も価値のあるアセット,年齢,その他のローン,住所タイプ,同銀行ローン数,職業,扶養者数,電話,労働形態
939,1,2,6,2,0,7,2,4,2,2,1,4,3,3,1,2,2,3,1,2,1
940,1,3,8,2,0,8,3,2,2,2,1,2,4,3,2,3,1,2,1,1,1
941,1,2,2,1,0,2,1,4,4,2,1,4,3,3,1,2,1,1,2,1,1
942,1,3,2,1,3,2,1,4,4,2,1,4,3,3,1,2,1,1,2,1,1
943,1,2,6,1,0,8,4,2,1,2,1,4,4,2,1,3,1,2,1,2,1
944,1,1,2,1,3,2,1,4,4,2,1,4,1,3,2,2,1,1,1,1,1
945,1,2,3,0,0,6,2,1,1,2,1,2,2,2,1,2,1,3,2,2,1
946,1,3,2,1,2,4,1,2,2,2,1,2,1,1,2,1,1,1,1,1,1
947,1,3,5,0,1,6,4,1,4,1,1,1,1,3,1,2,1,3,1,2,1
948,1,1,3,0,0,3,1,3,4,2,1,4,4,2,1,3,2,1,2,1,1
949,1,3,2,2,3,2,4,4,4,1,1,3,2,2,2,2,1,1,2,1,1
950,1,2,8,2,3,5,1,1,4,2,1,2,2,1,1,2,2,1,1,1,1
951,1,3,2,2,0,2,3,3,4,3,1,2,1,2,2,2,2,2,1,2,1
952,1,2,4,1,6,3,1,4,2,1,1,4,2,2,2,2,1,2,2,1,1
953,1,3,8,2,1,8,2,2,2,1,1,4,3,1,2,1,2,1,1,1,1
954,1,3,2,0,6,2,1,1,4,1,1,1,1,2,1,2,1,1,1,1,1
955,1,1,3,2,3,3,1,1,2,1,1,4,4,3,2,3,2,1,2,1,1
956,1,2,4,1,6,5,2,4,4,1,1,2,3,4,2,1,2,1,1,1,1
957,1,2,5,1,2,5,2,2,2,1,2,4,3,1,1,1,1,2,1,1,1
958,1,2,5,0,6,5,2,2,4,1,1,4,3,2,2,1,2,1,1,1,1
959,1,2,4,1,3,5,2,1,3,3,1,2,3,1,2,1,1,2,1,2,1
960,1,3,3,1,0,6,4,2,2,2,1,4,3,5,1,1,2,2,1,1,1
961,1,2,2,1,3,3,1,1,2,2,1,1,3,1,2,2,1,2,1,1,1
962,1,2,9,0,6,9,1,1,3,2,1,4,4,3,2,1,1,2,1,2,1
963,1,1,4,1,2,5,1,1,4,1,1,4,1,1,2,1,1,1,1,2,1
964,1,2,3,1,3,2,1,4,4,2,1,3,3,2,2,2,1,2,2,1,1
965,1,2,8,1,2,7,1,1,1,1,1,2,3,2,1,2,1,2,1,2,1
966,1,3,4,2,6,7,1,1,2,2,1,2,3,2,1,2,2,2,1,2,1
967,1,1,3,1,3,3,1,2,4,3,1,3,1,2,2,2,1,2,1,1,1
968,1,1,8,1,3,4,1,2,4,2,1,4,4,1,2,3,1,2,1,2,1
969,1,1,4,0,0,4,4,2,4,2,1,2,2,3,1,2,2,1,2,1,1
970,1,3,8,1,6,5,1,1,3,2,1,2,3,2,2,1,1,3,1,2,1
971,1,2,5,0,6,7,1,4,2,1,1,4,4,3,1,3,2,3,1,2,1
972,1,3,3,1,3,4,1,2,4,2,2,2,1,2,2,2,1,2,1,1,1
973,1,1,8,0,6,8,1,4,2,2,1,4,3,2,2,1,2,2,1,1,1
974,1,1,1,1,3,1,1,1,4,1,1,4,2,1,2,2,1,2,1,1,1
975,1,1,5,1,3,8,1,1,1,1,1,1,4,2,1,2,1,1,1,2,1
976,1,2,8,0,7,9,1,2,1,1,1,2,2,2,1,2,1,3,1,2,2
977,1,1,1,1,0,8,1,4,1,2,1,4,4,5,1,2,1,3,1,2,1
978,1,2,2,1,2,5,4,4,1,1,1,2,2,1,2,2,1,2,1,2,1
979,1,1,2,1,1,5,1,4,3,2,1,4,4,2,2,3,1,2,1,2,1
980,1,2,4,1,3,4,1,1,1,3,1,1,2,1,2,2,1,2,1,2,1
981,1,3,3,2,6,4,1,2,4,3,1,2,3,2,2,2,1,2,1,2,1
982,1,2,8,2,2,6,1,2,2,1,1,3,3,2,2,2,1,3,1,2,1
983,1,1,3,1,3,4,1,2,4,1,1,4,3,1,1,1,2,2,1,1,1
984,1,1,8,1,3,6,1,3,1,3,2,1,1,2,2,2,2,2,1,2,1
985,1,3,2,2,6,4,1,1,4,2,1,2,3,3,1,2,2,3,1,2,1
986,1,1,3,1,0,7,1,4,1,1,1,4,2,3,2,2,1,3,1,2,2
987,1,1,2,1,3,2,2,3,4,3,1,1,2,1,2,2,1,2,1,1,1
988,1,1,3,1,0,2,1,1,1,1,1,2,3,1,2,2,1,1,1,1,1
989,1,2,4,1,0,5,1,2,3,1,1,4,2,1,2,1,1,1,1,2,1
990,1,1,3,1,3,2,1,1,4,1,1,1,1,2,2,2,1,1,1,1,1
991,1,2,4,1,1,8,1,4,4,1,1,2,4,3,2,3,1,3,1,2,1
992,1,1,3,1,1,7,4,4,1,2,1,4,2,3,2,3,1,2,2,2,1
993,1,1,3,2,0,5,1,4,1,1,1,4,1,2,1,1,2,2,1,2,1
994,1,1,2,0,3,6,1,2,4,2,1,2,2,2,2,1,2,2,1,2,1
995,1,1,4,1,3,4,1,2,2,2,1,4,1,1,2,1,1,1,2,1,1
996,1,1,4,1,0,4,1,4,4,2,2,1,1,3,2,2,1,2,1,1,1
997,1,3,4,2,0,8,4,4,4,2,1,4,4,2,2,3,1,3,1,2,1
998,1,2,2,1,3,6,4,1,2,2,1,1,4,3,2,2,1,3,1,2,1
999,1,1,5,1,2,6,4,4,4,2,1,4,2,2,2,2,1,2,1,1,1
